id	title	url	date	s_num	w_num	c_num	MedCollect	annotated
fn1401	A KANNABISZ ÉS A CSÍPŐS ÉTREND KOMBINÁCIÓJA ELKÉPESZTŐ ERŐVEL RUHÁZZA FEL AZ IMMUNRENDSZERT	http://titkokszigete.hu/a-kannabisz-es-a-csipos-etrend-kombinacioja-elkepeszto-erovel-ruhazza-fel-az-immunrendszert/	2019.09.19	26	394	2576	fn	False
fn1402	4 ÓRA ALATT ELTÜNTETTE A RÁKOT EGY ÚJ KEZELÉS: A TUDÓSOK ÁTTÖRÉSRŐL BESZÉLNEK	http://titkokszigete.hu/4-ora-alatt-eltuntette-a-rakot-egy-uj-kezeles-a-tudosok-attoresrol-beszelnek/	2022.09.18	15	269	1710	fn	False
fn1403	EGYRE TÖBBEN LESZNEK RÁKOSAK 50 ÉVES KORUKRA, MÁR JÁRVÁNYRÓL BESZÉLNEK A SZAKEMBEREK	http://titkokszigete.hu/egyre-tobben-lesznek-rakosak-50-eves-korukra-mar-jarvanyrol-beszelnek-a-szakemberek/	2022.09.13	17	378	2322	fn	False
fn1406	Nyilvánosságra került a lista – ezt okozza a szervezetben a Pfizer és a Moderna vakcina	https://www.tudasfaja.com/nyilvanossagra-kerult-a-lista-ezt-okozza-a-szervezetben-a-pfizer-es-a-moderna-vakcina/	2022.09.19	29	424	2716	fn	False
fn1407	Ezt az 5 dolgot tenné egy orvos, ha rákot találnának nála!	https://www.tudasfaja.com/ezt-az-5-dolgot-tenne-egy-orvos-ha-rakot-talalnanak-nala/	2017.05.05	14	243	1465	fn	False
fn1408	Gyakran rángatózott a szemem, azt hittem normális. Amikor megtudtam minek a tünete ez, majdnem rosszul lettem!	https://www.tudasfaja.com/gyakran-rangatozott-a-szemem-azt-hittem-normalis-amikor-megtudtam-minek-a-tunete-ez-majdnem-rosszul-lettem/	2022.07.15	27	489	3001	fn	False
fn1410	RENDKÍVÜLI HÍR ( A COVID is így kezdődött )…a WHO összeül a majomhimlő miatt!	https://mindenegybenblog.com/?p=6829	2022.06.14	9	188	1214	fn	False
fn1411	Az orvos tanácsa: így vehetjük észre időben a vastagbélrák jeleit	https://bekezdes.co/az-orvos-tanacsa-igy-vehetjuk-eszre-idoben-a-vastagbelrak-jeleit-127319	2022.09.19	24	308	1888	fn	False
fn1412	A CSODAMÉZ A LEGDURVÁBB TÜDŐBETEGSÉGET IS GYÓGYÍTJA: ŐSEINK EZT MÁR RÉG TUDTÁK!	http://titkokszigete.hu/a-csodamez-a-legdurvabb-tudobetegseget-is-gyogyitja-oseink-ezt-mar-reg-tudtak/	2022.09.14	19	266	1741	fn	False
fn1414	Agydaganat – 3 tünet ébredés után, ami azonnal figyelmeztet	https://www.tudasfaja.com/agydaganat-3-tunet-ebredes-utan-ami-azonnal-figyelmeztet/	2022.09.19	26	323	2040	fn	False
fn1416	Dr Lenkei elárulta az egészség legnagyobb titkát: a legfontosabb írás az életedben!	https://avilagtitkai.com/articles/view/dr-lenkei-elarulta-az-egeszseg-legnagyobb-titkat-a-legfontosabb-iras-az-eletedben	2022.01.09	32	322	1856	fn	False
fn1420	20+ rendkívüli pszichológiai tény, amiről mindenkinek tudnia kell!	https://www.legjava.pro/2022/06/20-rendkivuli-pszichologiai-teny-amirol.html	2022.06.20	65	909	5348	fn	False
fn1421	Ez a növény még a fokhagymánál is hatásosabb – Csökkenti a vérnyomást és csodát művel a vércukorral!	https://m.minden-egyben.com/eletmod-egeszseg/ez-a-noveny-meg-a-fokhagymanal-is-hatasosabb-2	2022.06.11	33	347	2084	fn	False
fn1425	Édesanyám nagyon nehezen gyógyult ki a megfázásból, de mikor elkészítette ezt az italt, másnapra eltűnt a betegség! Alig hittük el!	https://mindenegybenblog.com/?p=6411	2022.04.17	13	185	1030	fn	False
fn1433	Ezzel a gyógyító elixírrel egy éjszaka alatt vége a megfázásnak és az influenzának!	https://www.tudasfaja.com/ezzel-a-gyogyito-elixirrel-egy-ejszaka-alatt-vege-a-megfazasnak-es-az-influenzanak/	2022.09.20	12	164	929	fn	False
fn1435	Egy súlyos betegség, ami egyre több fiatalt érint! Ezek az előjelek!	https://www.tudasfaja.com/egy-sulyos-betegseg-ami-egyre-tobb-fiatalt-erint-ezek-az-elojelek/	2022.09.15	19	246	1438	fn	False
fn1437	60 éves vagyok, és ez a növény visszaadta a látásom, eltávolította a zsírt a májamról, és teljesen megtisztította a beleimet	https://www.tudasfaja.com/visszaadta-a-latasom-eltavolitotta-a-zsirt-a-majamrol-es-teljesen-megtisztitotta-a-beleimet/	2022.09.01	28	366	2056	fn	False
fn1438	Meg van a vitamin, ami nem csak falja a zsírt, de a rák ellen is segít	https://www.tudasfaja.com/meg-van-a-vitamin-ami-nem-csak-falja-a-zsirt-de-a-rak-ellen-is-segit/	2022.09.19	25	362	2444	fn	False
fn1439	Méregtelenít, elégeti az összes sírt, megszünteti a gyulladásokat és gyógyítja az ízületeket	https://www.tudasfaja.com/meregtelenit-elegeti-az-osszes-sirt-megszunteti-a-gyulladasokat-es-gyogyitja-az-izuleteket/	2022.07.11	27	224	1450	fn	False
fn1441	RÁKOT OKOZHAT A HINTŐPOR, LEÁLLÍTJÁK A GYÁRTÁSÁT: TE HASZNÁLOD? AZONNAL FELEJTSD EL	http://titkokszigete.hu/rakot-okozhat-a-hintopor-leallitjak-a-gyartasat-te-hasznalod-azonnal-felejtsd-el/	2022.08.20	16	212	1352	fn	False
fn1443	8 egészséggel kapcsolatos trükk, amivel újjá varázsolhatod a tested és a szervezeted.	https://vilagunk.hu/8-egeszseggel-kapcsolatos-trukk-amivel-ujja-varazsolhatod-a-tested-es-a-szervezeted/	2019.05.05	41	761	4463	fn	False
fn1444	Denevérek terjeszthették emberre a korona vírust	https://nembeteg.hu/egeszsegmegorzes-betegsegmegelozes-magazin/963/Deneverek-terjeszthettek-emberre-a-korona-virust		25	375	2391	fn	False
fn1446	A MCDONALD’S JOGI CSATÁT VESZTETT JAMIE OLIVER SÉFFEL SZEMBEN? TÉNYLEG SZEMETET ETETNEK VELÜNK?!	http://titkokszigete.hu/a-mcdonalds-jogi-csatat-vesztett-jamie-oliver-seffel-szemben-tenyleg-szemetet-etetnek-velunk/	2022.09.14	33	557	3445	fn	False
fn1447	A DIÉTÁS ÜDÍTŐK KICSINÁLJÁK A SZÍVET HOSSZÚ TÁVON: SOKKOLÓ KUTATÁSI EREDMÉNYEK JÖTTEK	http://titkokszigete.hu/a-dietas-uditok-kicsinaljak-a-szivet-hosszu-tavon-sokkolo-kutatasi-eredmenyek-jottek/	2022.09.07	19	338	2355	fn	False
fn1448	MEGVAKULHATSZ A KÁVÉTÓL: IJESZTŐ KUTATÁS LÁTOTT NAPVILÁGOT	http://titkokszigete.hu/megvakulhatsz-a-kavetol-ijeszto-kutatas-latott-napvilagot/	2022.08.31	17	273	1667	fn	False
fn1449	NÉHÁNY CSÉSZE KÁVÉ JELENTŐSEN VÁLTOZTAT A NŐK MELLMÉRETÉN – ÁLLÍTJA EGY KUTATÁS	http://titkokszigete.hu/nehany-csesze-kave-jelentosen-valtoztat-a-nok-mellmereten-allitja-egy-kutatas/	2022.08.31	19	367	2272	fn	False
fn1450	NAGYSZÜLEINK, DÉDSZÜLEINK ÉLETTARTAMA ÉS A MI KORAI HALANDÓSÁGUNK TITKAI: NAGYON IGAZ!	http://titkokszigete.hu/nagyszuleink-dedszuleink-elettartama-es-a-mi-korai-halandosagunk-titkai-nagyon-igaz/	2022.08.24	41	676	3690	fn	False
fn1452	A MEGETETETT TÁRSADALOM: ETTŐL VAN A SOK ALLERGIA, EMÉSZTÉSI ZAVAR ÉS RÁK?	http://titkokszigete.hu/a-megetetett-tarsadalom-ettol-van-a-sok-allergia-emesztesi-zavar-es-rak/	2022.08.21	42	676	3973	fn	False
fn1453	LEROMBOLT EGÉSZSÉGTUDAT, GYILKOS ÉLELMISZEREK ÁLLNAK A GLOBÁLIS RÁKJÁRVÁNY MÖGÖTT: NÉPBETEGSÉGGÉ LESZ RÁK 2030-RA!	http://titkokszigete.hu/lerombolt-egeszsegtudat-gyilkos-elelmiszerek-allnak-a-globalis-rakjarvany-mogott-nepbetegsegge-lesz-rak-2030-ra/	2022.08.21	20	329	2058	fn	False
fn1454	VILÁGSZENZÁCIÓ: A KÖZELGŐ HALÁL JELEIT HÓNAPOKKAL KORÁBBAN ÉSZLELNI LEHET!	http://titkokszigete.hu/vilagszenzacio-a-kozelgo-halal-jeleit-honapokkal-korabban-eszlelni-lehet/	2022.08.21	24	446	2700	fn	False
fn1455	Nézd meg jobban a kezed, mit látsz rajta? A következő jelek gyanúsak lehetnek	https://www.tudasfaja.com/nezd-meg-jobban-a-kezed-mit-latsz-rajta/	2022.09.21	35	364	2159	fn	False
fn1456	Pajzsmirigy problémád csodálatos gyógyító itala ez a recept	https://www.tudasfaja.com/pajzsmirigy-problemad-csodalatos-gyogyito-itala/	2022.09.21	24	276	1706	fn	False
fn1459	Nagyanyáink titkos lázcsillapító módszere, ami gyorsan és hosszan hat	https://www.tudasfaja.com/nagyanyaink-titkos-lazcsillapito-modszere-ami-gyorsan-es-hosszan-hat/	2022.09.21	18	181	1062	fn	False
fn1460	Mindig egy kis tasak sót hordott a zsebében. Ha megérted miért tette, te is követed a példáját!	https://www.tudasfaja.com/mindig-egy-kis-tasak-sot-hordott-a-zsebeben-ha-megerted-miert-tette-te-is-koveted-a-peldajat/	2022.09.21	14	218	1181	fn	False
fn1461	Légúti fertőzés, megfázás, fájdalom és gyulladás, mindenre gyógyír ez a recept!	https://www.tudasfaja.com/leguti-fertozes-megfazas-fajdalom-es-gyulladas-mindenre-gyogyir-ez-a-recept/	2022.09.19	18	171	987	fn	False
fn1465	PROVOKÁLÁS? Egy ismert celeb kettős élete. Az egész világ előtt titkolta, hogy kopasz. Most azt állítja, hogy a haja 21 nap alatt visszanőtt! Ezt mindenki megteheti akár saját otthonában is. Ez igaz?	https://hu.just-useit.com/hu-trichomist-1/?utm_source=google_tm_hu_33&gclid=Cj0KCQjwj7CZBhDHARIsAPPWv3fZ3XDrdeI0JreSKJrQ-DL4KA5MbN73-t1UImJd6IkFUCxlCBccHBQaAiCPEALw_wcB&hit=1		122	1321	7772	fn	False
fn1466	Lejárt a hallókészülékek kora! Magyar professzor áttörő kezelése természetes módon helyreállítja a hallást 28 nap alatt	https://durkryt.com/?ctry=hu&gclid=Cj0KCQjwj7CZBhDHARIsAPPWv3e6hMHERAmA9imn5tBcvVIAMIo-YCUsUVgtfN6kCBAYo-qLcdgSuPUaAq0cEALw_wcB		85	1024	6484	fn	False
fn1467	A koronavírus elleni vakcinák veszélyei	https://felelos-szulok-es-emberek-kozossege.webnode.hu/l/a-covid-19-vakcinak-sokkal-sulyosabb-betegsegre-hajlamosithatnak/	2022.01.01	63	1704	11971	fn	False
fn1468	A maszkok tudományosan igazolt egészségkárosító hatásai	https://felelos-szulok-es-emberek-kozossege.webnode.hu/l/a-maszkok-tudomanyosan-igazolt-egeszsegkarosito-hatasai/	2021.11.28	248	5737	39368	fn	False
fn1469	Az mRNS vakcinák mechanizmusa avagy miért ne oltass velük soha?	https://felelos-szulok-es-emberek-kozossege.webnode.hu/l/az-mrns-vakcinak-mechanizmusa-avagy-miert-ne-oltass-veluk-soha/	2022.01.28	88	1634	10075	fn	False
fn189	Ne süsd alufóliában a húsokat!	http://szuperjo.net/ne-susd-alufoliaban-a-husokat/		13	234	1554	fn	True
fn190	Amiről sokan nem tudnak – így lehet akár halálos mellékhatása is a szobában való ruhaszárításnak	http://szuperjo.net/amirol-sokan-nem-tudnak-igy-lehet-akar-halalos-mellekhatasa-is-a-szobaban-valo-ruhaszaritasnak/		15	272	1621	fn	True
fn204	A vírusra hivatkozva, új digitális-rabszolgaságba taszítják az egész világot	https://vilagfigyelo.com/a-virusra-hivatkozva-uj-digitalis-rabszolgasagba-taszitjak-az-egesz-vilagot/#docst	NULL	204	805	5226	fn	True
fn205	“ELFÚJJA” A KORONAVÍRUST A MAGYAR ORRSPRAY: VILÁGSZENZÁCIÓT JELENTETTEK BE!	http://titkokszigete.hu/elfujja-a-koronavirust-a-magyar-orrspray-vilagszenzaciot-jelentettek-be/	2021.11.13	31	633	4180	fn	True
fn208	OLTATLAN VAGY? FIZESS! EZ LEHET A VÉGSŐ FEGYVER AZ OLTATLANOK TÖMEGE ELLEN	https://www.parperec.com/2021/11/oltatlan-vagy-fizess-ez-lehet-vegso.html?fbclid=IwAR1IzFQGl6uoDM6O5By_8bORLeVtY-MCVhT6vSCbfiP8xF0hvBto5FJrCGU	2021.11.08	13	188	1128	fn	True
fn217	Egy orvos elmondta a vírusfertőzésekről az igazságot! Üzenet egy józan, gondolkodó háziorvostól:	https://www.parperec.com/2021/11/egy-orvos-elmondta-virusfertozesekrol.html	2021.11.08	106	1615	10086	fn	True
fn218	COVID-19 OLTÁS KÜLFÖLDI ESETEK (FOLYAMATOSAN FRISSÍTETT!)	https://orvosokatisztanlatasert.hu/vedooltasok-vagy-halalt-okozo-oltasok/	2021.01.01	123	1851	10949	fn	True
fn219	Komoly veszélyben az oltakozott magyar családok: erről még nem szabad megfeledkezniük a szülőknek	https://www.penzcentrum.hu/egeszseg/20210415/komoly-veszelyben-az-oltakozott-magyar-csaladok-errol-meg-nem-szabad-megfeledkezniuk-a-szuloknek-1113791	2021.04.15	43	752	4697	ctrl	True
fn220	Napi koronavírus-adatok: újabb intézkedéseket helyezett kilátásba az Operatív törzs	https://www.penzcentrum.hu/egeszseg/20211116/napi-koronavirus-adatok-ujabb-intezkedeseket-helyezett-kilatasba-az-operativ-torzs-1119412	2021.11.16	9	183	1115	ctrl	True
fn239	Vidáman sétáltunk amikor egyszercsak összeesett anyukám. Ami ezután történt azt mindenkinek tudnia kell	https://www.parperec.com/2021/12/vidaman-setaltunk-amikor-egyszercsak.html	2021.12.02	25	395	2178	fn	True
fn244	Ezért íztelen a bolti paradicsom: brutális egészségkárosító hatása van a vásárolt műtermékeknek!	https://vilagfigyelo.com/ezert-iztelen-a-bolti-paradicsom-brutalis-egeszsegkarosito-hatasa-van-a-vasarolt-mutermekeknek/#docst		13	217	1308	fn	True
fn245	Médiában dolgozók tálaltak ki: így manipulálja a társadalmat és a világot a gyógyszeripar	https://vilagfigyelo.com/mediaban-dolgozok-talaltak-ki-igy-manipulalja-a-tarsadalmat-es-a-vilagot-a-gyogyszeripar/#docst		29	395	2255	fn	True
fn246	Máris mutálódik az omikron szupermutáns, lehet erősebb mutáns is jöhet még	https://olkt.net/maris-mutalodik-az-omikron-szupermutans-lehet-erosebb-mutans-is-johet-meg/	2021.12.10	23	663	3898	ctrl	True
fn256	Laborból származik a világjárványt okozó vírus - A Hamburgi Egyetem tudósa nyilvánosságra hozta 1 éven át végzett kutatásának eredményeit	https://www.alternativhirek.com/2021/02/laborbol-szarmazik-vilagjarvanyt-okozo.html		32	489	3410	fn	True
fn257	A DARPA finanszírozását kérték, hogy módosított koronavírusokkal fertőzzenek meg denevéreket már 1,5 évvel a járvány előtt - Hatalmas leleplező dokumentumok	https://www.alternativhirek.com/2021/09/a-darpa-finanszirozasat-kertek-hogy_23.html		23	671	4569	fn	True
fn261	NEM A GLUTÉNRA VAGYUNK ÉRZÉKENYEK, HANEM A GLIFOZÁT NEVŰ GYOMIRTÓRA: A TELJES IGAZSÁG…	http://titkokszigete.hu/nem-a-glutenra-vagyunk-erzekenyek-hanem-a-glifozat-nevu-gyomirtora-a-teljes-igazsag/		19	334	2223	fn	True
fn263	“NEM OLTHATJUK BE A VILÁGOT HATHAVONTA A KORONAVÍRUS ELLEN” – ÁLLÍTJA AZ OXFORD TUDÓSA	http://titkokszigete.hu/nem-olthatjuk-be-a-vilagot-hathavonta-a-koronavirus-ellen-allitja-az-oxford-tudosa/		12	212	1340	fn	True
fn264	RUSVAI MIKLÓS SZERINT AKÁR 20 OLTÁST IS BE KELL MAJD ADATNUNK DE EZ NEM PROBLÉMA	http://titkokszigete.hu/rusvai-miklos-szerint-akar-20-oltast-is-be-kell-majd-adatnunk-de-ez-nem-problema/		13	194	1099	fn	True
fn267	Rendkívüli kormány bejelentés – Ennyi fertőzött és halott lett karácsony alatt Magyarországon	https://www.tudasfaja.com/rendkivuli-kormany-bejelentes-ennyi-fertozott-es-halott-lett-karacsony-alatt-magyarorszagon/	2021.12.27	46	688	4594	ctrl	True
fn268	Az Omicron egy újabb laboratóriumi kreáció? - Vezető tudósok vetik fel a lehetőségét - Vajon a járvány gyengítése vagy egy szupertörzs létrehozása a cél?	https://www.alternativhirek.com/2021/12/az-omicron-egy-ujabb-laboratoriumi.html	2021.12.16	47	1003	6020	fn	True
fn271	A legendás asztrológusnő elmondta, mikor ér véget a világjárvány	http://kimondottigazsagok.com/a-legendas-asztrologusno-elmondta-mikor-er-veget-a-vilagjarvany/	2021.12.22	17	258	1488	fn	True
fn272	DUPLA MASZKOT kellene hordani, ezt tennék kötelezővé…?!	http://kimondottigazsagok.com/dupla-maszkot-kellene-hordani-ezt-tennek-kotelezove/	2021.12.22	14	205	1208	fn	True
fn274	Duzzanat, fájdalom, izomgörcsök	https://hu13.detonichyp.com/?TID=61D32963005B7A35D80F1405&host=macapnd.com&c=hu	2021.12.27	355	3917	22660	fn	True
fn275	A Covid miatt szükség volt az emberek manipulálására – kimondták a kimondhatatlant?	http://titkokszigete.hu/a-covid-miatt-szukseg-volt-az-emberek-manipulalasara-kimondtak-a-kimondhatatlant/	2022.01.06	22	422	2794	fn	True
fn276	Betegségügy: így ver át mindenkit, és nevel betegségtudatot az emberekbe a gyógyszermaffia	http://titkokszigete.hu/betegsegugy-igy-ver-at-mindenkit-es-nevel-betegsegtudatot-az-emberekbe-a-gyogyszermaffia/	2022.01.06	16	265	1703	fn	True
fn277	Megkeseríti, pokollá teszi az oltatlanok életét a kormányfő	http://titkokszigete.hu/megkeseriti-pokolla-teszi-az-oltatlanok-eletet-a-kormanyfo/	2022.01.05	9	193	1207	fn	True
fn278	Amiről sokan nem tudnak – így lehet akár halálos mellékhatása is a szobában való ruhaszárításnak	https://www.legjava.pro/2021/09/amirol-sokan-nem-tudnak-igy-lehet-akar.html	2022.01.03	15	272	1621	fn	True
fn279	Védelem a gombától Ön és szerettei	https://hu4.micinormv.com/?TID=61DAD927005B7A35D80C1739&c=hu	2022.01.03	122	738	4712	fn	True
fn281	Bill Gates_ itt _távirányítású_ fogamzásgátló chip_ a titkos program, amiről nem beszéltek a világnak!	https://avilagtitkai.com/articles/view/bill-gates-itt-taviranyitasu-fogamzasgatlo-chip-a-titkos-program-amirol-nem-beszeltek-a-vilagnak	2021.06.22	21	383	2273	fn	True
fn289	AGYAT FELZABÁLÓ KÓR TERJED, VILÁGJÁRVÁNY LEHET BELŐLE – MEGKONGATTÁK A VÉSZHARANGOT	http://titkokszigete.hu/agyat-felzabalo-kor-terjed-vilagjarvany-lehet-belole-megkongattak-a-veszharangot/		30	431	2632	fn	True
fn290	BOMBA: 2021. Augusztus óta minden 10 koronavírusban meghalt emberből 9 teljesen oltott volt - derült ki a legfrissebb közegészségügyi jelentésből	https://www.alternativhirek.com/2021/12/bomba-2021-augusztus-ota-minden-10.html	2021.12.22	66	1642	10406	fn	True
fn291	Fauci bomba beismerése, hogy a vakcinák sok esetben rosszabbá teszik a beoltottak fertőződését és az emberkísérlet most zajlik, mivel sokkal több idő kellett volna	https://www.alternativhirek.com/2021/12/fauci-bomba-beismerese-hogy-vakcinak.html	2021.12.29	24	458	2557	fn	True
fn292	Ha a kísérleti oltások folytatódnak, csak sértetlen immunitással lehet majd túlélni - Börtönbe zárhatnak ha nincs igazam! - Geert Van Den Bossche	https://www.alternativhirek.com/2021/12/ha-kiserleti-oltasok-folytatodnak-csak.html	2021.12.12	11	191	1194	fn	True
fn296	Tudományos bizonyítékok utalnak arra, hogy a kísérleti vakcinák átprogramozzák a veleszületett immunrendszert és a limfocitákat a szervezet szerveinek megtámadására késztetik	https://www.alternativhirek.com/2021/12/tudomanyos-bizonyitekok-utalnak-arra.html	2021.12.11	39	815	5544	fn	True
fn303	CSERNOBIL UTÓHATÁSAI: SZAKÉRTŐ VALLOTTA BE, EZÉRT VAN ANNYI RÁKBETEG!	http://titkokszigete.hu/csernobil-utohatasai-szakerto-vallotta-be-ezert-van-annyi-rakbeteg/		35	535	3400	fn	True
fn305	Dr. Papp Lajos: a víz a legcsodálatosabb koleszterincsökkentő	https://vilagfigyelo.com/dr-papp-lajos-a-viz-a-legcsodalatosabb-koleszterincsokkento/#docst		58	1216	7272	fn	True
fn306	Brutális felfedezés: a sejtekben lévő ráncok kitakarításával visszafordítható lehet az öregedés?	https://vilagfigyelo.com/brutalis-felfedezes-a-sejtekben-levo-rancok-kitakaritasaval-visszafordithato-lehet-az-oregedes/#docst		22	418	2631	fn	True
fn309	180°-os fordulat: A Pfizer vezérigazgatója hétfőn elismerte, hogy három oltás is csak korlátozott védelmet nyújt, de a fertőzéssel szemben alig véd	https://www.alternativhirek.com/2022/01/180-os-fordulat-pfizer-vezerigazgatoja.html		13	226	1580	fn	True
fn313	Ezek az előjelei annak, hogy hamarosan meghalsz	https://www.parperec.com/2022/01/ezek-az-elojelei-annak-hogy-hamarosan.html	2022.01.03	12	216	1342	fn	True
fn317	ILYEN A HALÁL ELŐTTI UTOLSÓ PILLANAT: TUDÓSOK FEDTÉK FEL, A TUDATUNK TÚLÉLI A TESTÜNK HALÁLÁT!	http://titkokszigete.hu/ilyen-a-halal-elotti-utolso-pillanat-tudosok-fedtek-fel-a-tudatunk-tuleli-a-testunk-halalat/	2021.07.01	24	375	2286	fn	True
fn318	JAPÁN KUTATÓK MEGTALÁLTÁK A KOPASZSÁG ELLENSZERÉT	https://netextra.hu/japan-kutatok-megtalaltak-a-kopaszsag-ellenszeret/		16	292	1838	fn	True
fn319	Nem soká végük lesz! Dr. Reiner Fullmich megindította az emberiesség elleni bűncselekmények miatt a jogi eljárást a CDC (WHO), a Davosi Csoport ellen.	https://www.napitema.com/2021/05/nem-soka-veguk-lesz-dr-reiner-fullmich.html?m=1&fbclid=IwAR3yWF-9dXnACUFaScDWm9t0FAtnDoKGgm6VjdkDHQMB14RW-N_OcbSlwlA	2021.05.06	86	1628	10190	fn	True
fn320	Az egészségügyi maffia	https://www.paradigmavaltok.hu/l/egeszsegugyi-maffia/	2017.11.22	91	1250	7480	fn	True
fn321	Kovács-Magyar András – Ki Ő?	https://www.matrixdrops.com/hirek-matrix-drops/kovacs-magyar-andras-ki-o		179	2517	14344	fn	True
fn322	Földsugárzás - vízér - Hartmann zóna negatív hatásai	https://www.csodalatosgyogyulasok.hu/kezeles-csodalatos-gyogyulasok/foldsugarzas-vizer-hartmann-zona-negativ-hatasai		76	1253	7895	fn	True
fn323	A vírusok felismerése információkkal	https://www.matrixdrops.com/hu/hirek-matrix-drops/a-virusok-felismerese-informaciokkal		45	540	3344	fn	True
fn324	Az atomokról és a kvantumfizika alapjairól	https://www.matrixdrops.com/hu/hirek-matrix-drops/az-atomokrol-es-a-kvantumfizika-alapjairol		47	733	4543	fn	True
fn325	Kvantumfizika - Dimenziók	https://www.matrixdrops.com/kvantumfizika/kvantumfizika-dimenziok		117	1579	9346	fn	True
fn326	Bevezetés a kvantumfizika világába	https://www.matrixdrops.com/hu/hirek-matrix-drops/bevezetes-a-kvantumfizika-vilagaba		24	328	1992	fn	True
fn327	Matrix Drops Computer	https://www.matrixdrops.com/hu/hirek-matrix-drops/matrix-drops-computer		94	1485	9968	fn	True
fn328	Matrix Drops Computer - amely előhívja a bennünk szunnyadó szuper-intelligenciát	https://www.matrixdrops.com/hu/matrix-drops-computer/matrix-drops-computer-amely-elohivja-a-bennunk-szunnyado-szuper-intelligenciat		25	388	2655	fn	True
fn329	Tudatfejlődés Matrix Drops Computer segítségével	https://www.matrixdrops.com/hu/matrix-drops-computer/tudatfejlodes-matrix-drops-computer-segitsegevel		60	828	5250	fn	True
fn330	KÜLÖNLEGES FŐZETTEL GYŐZTE LE A RÁKOT: SZERINTE AZ EMBERISÉG ORRA ELŐTT VAN AZ ELLENSZER	http://titkokszigete.hu/kulonleges-fozettel-gyozte-le-a-rakot-szerinte-az-emberiseg-orra-elott-van-az-ellenszer/		23	462	3050	fn	True
fn331	NŐI NEMI HORMONOK ÉS VEGYI ANYAGOK VANNAK AZ IVÓVÍZBEN: MÉRGEZNEK MINKET?	http://titkokszigete.hu/noi-nemi-hormonok-es-vegyi-anyagok-vannak-az-ivovizben-mergeznek-minket/		17	266	1593	fn	True
fn332	Feléledhetnek a DNS-ünkbe rég eltemetett vírusok, és komoly betegségeket okozhatnak	https://avilagtitkai.com/articles/view/feleledhetnek-a-dns-unkbe-reg-eltemetett-virusok-es-komoly-betegsegeket-okozhatnak?category=egeszseg	2022.01.09	38	706	4534	ctrl	True
fn333	Dr. Lenkei elmondta az igazságot: kitálalt arról, mi a véleménye a kemóról	https://avilagtitkai.com/articles/view/dr-lenkei-elmondta-az-igazsagot-kitalalt-arrol-mi-a-velemenye-a-kemorol	2021.10.01	68	1019	5617	fn	True
fn334	Borzalmas dolgot hoztak magukkal az antibiotikumok, ami az egész világot fenyegeti	https://avilagtitkai.com/articles/view/borzalmas-dolgot-hoztak-magukkal-az-antibiotikumok-ami-az-egesz-vilagot-fenyegeti	2021.09.27	19	372	2334	fn	True
fn335	A gyógyszeripart valójában a a betegségek terjesztésére tervezték? Így működik belülről a halál ipara!	https://avilagtitkai.com/articles/view/a-gyogyszeripart-valojaban-a-a-betegsegek-terjesztesere-terveztek-igy-mukodik-belulrol-a-halal-ipara	2021.09.27	19	377	2231	fn	True
fn336	Az emberiség selejtezése elkezdődött: Ön túléli?	https://magyartudat.com/az-emberiseg-selejtezese-elkezdodott-on-tuleli/		111	1580	9865	fn	True
fn337	Te sem voltál még covidos? Jól figyelj, mert ez az oka annak, hogy te még nem estél át rajta	https://www.tudasfaja.com/te-sem-voltal-meg-covidos-jol-figyelj-mert-ez-az-oka-annak-hogy-te-meg-nem-estel-at-rajta/	2022.02.09	21	371	2262	fn	True
fn338	A tudósok azt mondják, hogy a legtöbb ember valószínűleg 130 évig is élhet, vagy akár tovább	https://ujvilagtudat.blogspot.com/2021/10/a-tudosok-azt-mondjak-hogy-legtobb.html		32	708	4111	fn	True
fn342	Egyre több szívizom gyulladás jelentkezett az oltott gyerekeknél: kiadták a közleményt	http://kimondottigazsagok.com/egyre-tobb-szivizom-gyulladas-jelentkezett-az-oltott-gyerekeknel-kiadtak-a-kozlemenyt/?fbclid=IwAR12HXGQsw8IAvbvVlE1Cy6u-ZPMTvI6re1BvyUrE4gjZFe6mgX6x1qvaA8	2022.02.08	12	223	1445	ctrl	True
fn343	Bíróságok diszkréten megerősítették, hogy az MMR vakcina autizmust okoz - Mit tehetünk az oltások ellen?	https://ujvilagtudat.blogspot.com/2014/02/birosagok-diszkreten-megerositettek.html		31	748	4768	fn	True
fn344	1,5 milliárd beoltott ember fog meghalni. Ez az emberiség egy kihalási jelensége	https://www.fenevadjele.hu/koronavirus/1-5-milliard-beoltott-ember-fog-meghalni-ez-az-emberiseg-egy-kihalasi-jelensege	2022.02.08	3	83	492	fn	True
fn347	Goldman Sachs: Nem jó üzlet az embereket meggyógyítani, több pénzt hoz, ha sokáig kezelik őket! - kimondták az igazságot	https://www.alternativhirek.com/2018/04/goldman-sachs-nem-jo-uzlet-az-embereket.html		16	420	2613	fn	True
fn348	Cienna Knowles ausztrál 19 éves fiatal lány vallomása, miután belerokkant a 2. Pfizer oltásba - magyar felirattal	https://www.alternativhirek.com/2021/10/cienna-knowles-ausztral-19-eves-fiatal.html		35	741	4201	fn	True
